ID Pembekal	Nama Pembekal
UP01179 LNL INTEGRATED CONSTRUCTION SDN BHD
UP01180 LOK DISPENSARY
UP01181 LOURDES MEDICAL SERVICES SDN BHD
UP01182 LOURDES MEDICAL SERVICES SDN BHD
UP01183 LOCAL POTENTIAL SDN BHD
UP01184 LOKMAN COLLECTION
UP01185 LTL CIBACHROME COLOR SERVICE S/B
UP01186 MALAYSIA MONETARY EXCHANGE BHD
UP01187 MAGSARA ENGINEERING & COMPUTER
UP01188 MAROZ TAILORING SDN BHD
UP01189 MALAYSIAN RECYCLING UNIT SDN BHD
UP01190 MALAYSIA DERIVATIVES EXCHANGE BERHA
UP01191 MALAYSIAN AIRLINES BERHAD
UP01192 ETIQA INSURANCE BERHAD
UP01193 MARKORA ENTERPRISE
UP01194 MASTER PYROSERVE SDN.BHD.
UP01195 MALAYSIAN SHIPPING AGENCIES SDN BHD
UP01196 MAXIS BROADBAND SDN BHD
UP01197 MAHA KLINIK SDN BHD
UP01198 MAYA HIASAN SDN.BHD.
UP01199 MASTER CUT TAILOR SDN BHD
UP01200 MAILCOM ENTERPRISE
UP01201 MARSH INSURANCE BROKERS (MALAYSIA) SD
UP01202 MAVICO SALES & SERVICES SDN. BHD.
UP01203 MASMIE ENTERPRISE
UP01204 MASNAFIA ELECTRICAL ENGINEERING & TRADING &
UP01205 MAKRO CASH & CARRY DISTRIBUTION (M)
UP01206 MATT HOLDINGS (M) SDN BHD
UP01207 MANN RESOURCES SDN BHD
UP01208 MAL-TEL COMMUNICATION SDN. BHD.
UP01209 MAIMAI CARPET
UP01210 MAJESTIC APPROACH SDN BHD
UP01211 MAKIWA PC SOFT STATION SDN. BHD.
UP01212 MASTER-FREIGHTERS (M) SDN. BHD.
UP01213 MACROLAXIS SDN BHD
UP01214 MALAYA TRADING CO
UP01215 MARINE DISCOVERY HOLIDAYS SDN BHD
UP01216 MAN CANOPY & SERVICES
UP01217 MAYFLOWER CAR RENTAL SDN BHD
UP01218 MALURI PRESS SDN BHD
UP01219 MAXIS BROADBAND SDN BHD
UP01220 MAXIS BROADBAND SDN BHD
UP01221 MAL-TEL SYSTEMS SDN BHD
UP01222 MA THREE ENTERPRISE
UP01223 MAPLE INTERIORS
UP01224 MA THREE ENTERPRISE
UP01225 MA'EL CONSTRUCTION
UP01226 MAJURO SERVICES & SERVICES
UP01227 MAJU HOME FURNISHING SDN BHD
UP01228 MALAYSIA BUILDING SOCIETY BERHAD
UP01229 MAZIZA SDN BHD
UP01230 MAHKOTA SENI
UP01231 MAHSURI RESOURSCES
UP01232 MAISUR CATERING
UP01233 MALAYSIAN RESERVE
UP01234 MALAY MAIL SDN BHD
UP01235 MARZUQ PRINT & TRADING
UP01236 MARVEX OFFICE & MEDIA HOUSE
UP01237 MASA TEGUH SERVICES
UP01238 M.A. ASAS JAYA ENTERPRISE
UP01239 MAXIS COMMUNICATIONS BERHAD
UP01240 MARINA PUTRAJAYA SDN BHD
UP01241 MAC STUDIO SDN BHD
UP01242 MALAYSIA PRODUCTIVITY CORPORATION
UP01243 MAS AWANA SERVICES SDN BHD
UP01244 MADCAT WORLD SDN BHD
UP01245 MCSB SYSTEMS (M) BERHAD
UP01246 M & C OFFICE EQUIPMENT SERVICE
UP01247 MC TECH SOLUTIONS
UP01248 M&C ENERGY SDN BHD
UP01249 MDY MULTI BUSINESS
UP01250 MD EVENTS ASIA
UP01251 MDS TELENETWORK
UP01252 MEGA TREND ADVERTISING SERVICES
UP01253 REFER TO VENDOR AS104
UP01254 METRO DISTRIBUTION SERVICES
UP01255 METRO CARD SDN.BHD.
UP01256 MEE SENG WATCH SDN BHD
UP01257 MENARA IMPIAN SDN.BHD.
UP01258 MEDIAFLEX SYSTEMS SDN BHD
UP01259 MEGAROOF CONSTRUCTION
UP01260 MEDIA STORAGE INTEGRATED SDN. BHD.
UP01261 MEGAH MEDICAL SPECIALISTS GROUP SDN
UP01262 MEGA CRYSTAL SUPPLIES SDN. BHD.
UP01263 MEGA IRON ENGINEERING
UP01264 MEDIA LINK ADVERTISING
UP01265 MERRYFAIR OFFICE SYSTEM SDN. BHD.
UP01266 POLIKLINIK AZZAHRAH BBB SDN BHD
UP01267 MEGA AGENCY
UP01268 MESRA PRINTMEDIA SDN BHD
UP01269 MERRYFAIR MARKETING SDN BHD
UP01270 MEGANET ENTERPRISE
UP01271 MEPRO MARKETING SDN BHD
UP01272 MECSERVE ENGINEERING
UP01273 MEDIA X-PLOSIONS SDN BHD
UP01274 MEDAN REKABENA RESOURCES
UP01275 MEJOR TRAX AUTO ENTERPRISE
UP01276 MEGAH MEDIA SUPPLY
UP01277 MERLIN LOGISTIC SDN BHD
UP01278 METROMEDIA TECHNOLOGIES SDN BHD
UP01279 MEDIABANC (M) SDN BHD
UP01280 MERDANG TRADING
UP01281 P MERIT ENGINEERING
UP01282 MEDIA MEWAHTEGUH SDN BHD
UP01283 MERU POLIKLINIK & SURGERI SDN BHD
UP01284 MERCU MASSA (M) SDN BHD
UP01285 MERITUS PELANGI BEACH RESORT & SPA LANG
UP01286 MECH-EL ENTERPRISE
UP01287 MEGA CITY RELOCATION LTD
UP01288 MEDI CIRCLE SDN BHD
UP01289 MEMIS ENGINEERING
UP01290 MFMS ENTERPRISE
UP01291 MFBS TECHNOLOGY SDN BHD
UP01292 MH M&E SERVICES SDN BHD
UP01293 MH RISK CONSULT
UP01294 MICROBUMI SYSTEMS AND SERVICES
UP01295 MIDDLE CURTAIN & CARPET TRADING
UP01296 MIMOS SMART COMPUTING SDN BHD
UP01297 MIRAZY ENTERPRISE
UP01298 MIZAN TRADING COMPANY
UP01299 MJ LANDSCAPE & CONSTRUCTION
UP01300 MIRSHA TRADING
UP01301 MIRSHA HARDWARE TRADING
UP01302 MIKROBYTE SDN BHD
UP01303 MIRAZWAH ENTERPRISE
UP01304 MITSUI SUMITOMO INSURANCE (M) BHD
UP01305 MILESTONE VALLEY SDN BHD
UP01306 MILLANN DOT COM ENTERPRISE
UP01307 MILO MARKETING & ENTERPRISE
UP01308 MIRSHA LANDSCAPE AND CONSTRUCTION
UP01309 MID EXCEL RESOURCES
UP01310 MICRO SALES AND SERVICES
UP01311 MK TALU ENTERPRISE
UP01312 MKINI DOTCOM SDN. BHD.
UP01313 MMS (INSURANCE BROKERS) SDN BHD
UP01314 ETIQA TAKAFUL BERHAD
UP01315 MOBIKOM SDN BHD
UP01316 MOEM SDN BHD
UP01317 MOHD. SANI LOKMAN
UP01318 MOHD NOOR TRANSPORT & TRANSPORT AGENCY
UP01319 MOHSEN DESIGN & CONSTRUCTION SDN B
UP01320 MOHD SAUFI ENTERPRISE
UP01321 MOON TRANSPORT & MOVERS
UP01322 MODERN OFFICE FURNITURE
UP01323 MOHAMAD YAKOB BIN ADNI
UP01324 MOZIL FURNITURES SDN BHD
UP01325 MOHD HAFIFI HAFIDZ B. MD ZUKI
UP01326 MOKHTAR & CO
UP01327 MRCB SOFTWARE VISION SDN BHD
UP01328 M. RAJAKUMAR NEWS AGENT
UP01329 MRSS CONSTRUCTION SDN BHD
UP01330 MR.STITCH (CHERAS) SDN BHD
UP01331 MSE ELECTRICAL SUPPLY
UP01332 MSR TEGUH RESOURCES
UP01333 M.S. GARDEN HOTEL KUANTAN
UP01334 MSBJ ENTERPRISE
UP01335 MTJ DEVELOPMENT SDN BHD
UP01336 DIGI TELECOMMUNICATIONS SDN BHD
UP01337 MULTIEXPO SYSTEMS (M) SDN BHD
UP01338 MUTIARA EKLAS SDN. BHD.
UP01339 MUTIARA JAYA SALES AND SERVICES
UP01340 MUMTAS JAYA SDN BHD
UP01341 ETIKA MUHIBBAH ENTERPRISE
UP01342 MULIA ERAT SDN BHD
UP01343 MUTIARA DAMAI RESOURCES
UP01344 MUNER RIAD ENTERPRISE
UP01345 MUTIARA MURNI SDN BHD
UP01346 MUSIC SCENE PRODUCTION SDN BHD
UP01347 MUL-T CREATIVE
UP01348 MULTI ROTOR PUTRAJAYA
UP01349 MW2 ELITE SDN BHD
UP01350 MYLINK COMMUNICATIONS SDN BHD
UP01351 MYD SERVICES
UP01352 ISHAK KASIM
UP01353 MYTRA BOOKS AND PERIODICALS
UP01354 MZA INTERGRATED RESOURCES
UP01355 NAGASTEEL EQUIPMENT SDN. BHD
UP01356 NARINDER SPECIALIST X-RAY CENTRE
UP01357 NATIONWIDE EXPRESS COURIER SERVICES BE
UP01358 NADIDATA SDN BHD
UP01359 NANYANG ART STUDIO SDN. BHD.
UP01360 NAN MURNI (M) SDN. BHD.
UP01361 NAFAS ABADI LETRIK SDN. BHD.
UP01362 NATIONMART SDN BHD
UP01363 NAS GLOBAL RESOURCES
UP01364 NADIN ENTERPRISE
UP01365 NADIAYU TECHNOLOGIES SDN BHD
UP01366 NATURAL LAND TRADING
UP01367 NAZA KIA SDN BHD
UP01368 NATURAL SERVICES COMPANY
UP01369 NANYANG SIANG PAU SDN BHD
UP01370 NASUMA ENTERPRISE
UP01371 NAITULLAH TRADING
UP01372 NATION SUCCESS SDN BHD
UP01373 NABER MARKETING SDN BHD
UP01374 NAQSYA ENTERPRISE
UP01375 NBH MARKETING
UP01376 N. C. N. LIMITED
UP01377 N.C.N. LIMITED
UP01378 NCS FREIGHT & SHIPPING SDN BHD
UP01379 NETLINK TECHNOLOGY
UP01380 THE NETWORK CONNECTIONS SDN. BHD.
UP01381 THE NEW STRAITS TIMES PRESS (MALAYSIA) B
UP01382 NEWS CHANNEL FOUR NETWORKS
UP01383 NEXT SYNTHESIS SDN. BHD.
UP01384 NETINFINIUM CORPORATION SDN.BHD.
UP01385 NEW LIGHT ELECTRICAL ENGINEERING
UP01386 NEOSYS DOCUMAIL SDN BHD
UP01387 NEW CENTURY FURNITURE MAKER
UP01388 NETINFINIUM SOLUTIONS SDN BHD
UP01389 NETRON SOLUTIONS
UP01390 NEW SRI BUANA HOTEL
UP01391 NEOSYS DOCUMAIL SDN BHD
UP01392 NG WOH ELECTRICAL SERVICE
UP01393 NGLOBE SDN BHD
UP01394 GENUINN TECHNOLOGIES SDN BHD
UP01395 NIXIE ELECTRONICS (M) SDN.BHD.
UP01396 NINETEN MEDIA (M) SDN BHD
UP01397 NIPCOM (M) SDN BHD
UP01398 NIAGA-TECH COMMUNICATIONS SDN BHD
UP01399 NIKSIN ELECTRONIC (M) SDN BHD
UP01400 NIKON ( MALAYSIA) SDN BHD
UP01401 NISA ADVANCED SOLUTIONS SDN BHD
UP01402 NIELSEN AUDIENCE MEASUREMENT SDN BHD
UP01403 NIMBUS VP ENTERPRISE
UP01404 NIKMAT PERMAI ENTERPRISE
UP01405 NK TECHNIC ENTERPRISE
UP01406 NK SUPPLIES
UP01407 NKBIZ SOLUTIONS (M) SDN BHD
UP01408 NLC GENERAL PEST CONTROL SDN BHD
UP01409 NMA SERVICES
UP01410 NOISIA MSC SDN BHD
UP01411 NOPEST ENTERPRISE
UP01412 NOOR ARFA BATEK SDN BHD
UP01413 NOBLE STATIONERS SDN BHD
UP01414 NOBAT RESOURCES
UP01415 NORDEST ENGINEERING SDN BHD
UP01416 NOURVO CAFE & CATERING
UP01417 NOVAMI HOLDINGS SDN. BHD.
UP01418 NOVA HIGHLANDS RESORT & RESIDENCE CAMJANET YEONG
UP01419 NOVA PRESTIGE ENTERPRISE
UP01420 NOBLE TRAVEL & TOURS (M) SDN BHD
UP01421 NS CEMARA ENTERPRISE
UP01422 NT INTEGRATED SYSTEM SDN. BHD.
UP01423 NTT MSC SDN BHD
UP01424 NTT SINGAPORE PTE LTD
UP01425 NUCLEUS ADVERTISING SDN BHD
UP01426 NURI KRISTAL SDN. BHD.
UP01427 NUSANTARA ELIT SDN. BHD.
UP01428 NEFRO UTAMA SDN BHD
UP01429 NURNLELAMSARI TRAVEL SDN BHD
UP01430 NURITECH SOLUTIONS
UP01431 NUR ILHAM ENGINEERING
UP01432 NURFIQ ENTERPRISE
UP01433 NYEN SHIN COMPANY
UP01434 NZ ZAFWAN ENTERPRISE
UP01435 NZR COMPUTER (TRG) SDN. BHD
UP01436 OBM SOFTWARE SDN BHD
UP01437 OBOR TIMUR HOLDINGS SDN BHD
UP01438 O'CONNOR'S TRADING SDN BHD
UP01439 O'CONNOR'S ENGINEERING SDN BHD
UP01440 OCEANMART COPORATION SDN BHD
UP01441 ODYN SOUND SERVICES
UP01442 OES (M) SDN. BHD.,
UP01443 OGOSIN SDN.BHD.
UP01444 OMNICREST SDN.BHD.
UP01445 OMNITEK DISTRIBUTION SDN. BHD.
UP01446 OMR PRESS SDN BHD
UP01447 OMEGA SPARKLES SDN BHD
UP01448 ONLINE COMPONENTS SDN. BHD.
UP01449 ONLY ONE FORM ENTERPRISE
UP01450 ONDEO NALCO (M) SDN. BHD.
UP01451 O&N PRINT ENTERPRISE
UP01452 ON TIME LIMOUSINE SERVICES
UP01453 ONE-G SUPPLY & SERVICES
UP01454 ONE WORLD HOTEL SDN BHD
UP01455 ORIX RENTEC (MALAYSIA) SDN BHD
UP01456 ORIX CAR RENTAL SDN BHD
UP01457 ORATECH SOLUTION
UP01458 ORANGE MEDIA ENTERPRISE SDN BHD
UP01459 OTWO JJ SOLUTION
UP01460 OTAI SOFA ENTERPRISE
UP01461 OUTDOOR CENTRE SDN BHD
UP01462 OWL INTEGRATED SYSTEMS SDN BHD
UP01463 OZONICS (M) SDN. BHD.
UP01464 O ZERO ANTS SERVICE
UP01465 PACLIN (MALAYSIA) SDN. BHD.
UP01466 PACIFIC OFFICE (M) SDN BHD
UP01467 PANGLOBAL INSURANCE BERHAD
UP01468 PANDA OFFICE & SERVICES SDN. BHD.
UP01469 PANASONIC SYSTEM ENGINEERING (M) SDN BH
UP01470 PAPER NETWORK SDN. BHD.
UP01471 PAKAR BINA & NIAGA
UP01472 PANESIAN TECHNOLOGIES SDN. BHD.
UP01473 PAKAIAN SALING ERTI
UP01474 PARADIGM SYSTEMS BERHAD
UP01475 PARTNER ELEKTRIK
UP01476 PANACOM SERVICE CENTRE SDN. BHD.
UP01477 PARK PLAZA INTERNATIONAL HOTEL
UP01478 PADUSAGA HOLDINGS SDN. BHD.
UP01479 PACLIN (MALAYSIA) SDN. BHD.
UP01480 PADUSSI SDN. BHD.
UP01481 PAKAIAN SALING ERTI
UP01482 PAVILLION SALES & SERVICES
UP01483 PAVILLION TRADING & TRADING
UP01484 PAWATECH SDN BHD
UP01485 PAC MEDIA ENTERPRISE
UP01486 RESORT VILLA GOLF COURSE DEVELOPMENT SZARILLA BASHIR
UP01487 P&A KITCHEN EQUIPMENT & ENGINEERING WO
UP01488 PARK AVANUE
UP01489 P.PUVANESVARAN A/L S. PONNIAH
UP01490 PAK TAM CATERING KATERING SDN BHD
UP01491 PAK TAM KATERING SDN BHD
UP01492 PANCURAN HOLIDAYS SDN BHD
UP01493 P&B FORWARDING SDN BHD
UP01494 PC IMAGE
UP01495 PC-SOFT (M) SDN BHD
UP01496 PCM OFFICE SERVICES SDN BHD
UP01497 PC CARE DISTRIBUTION SDN BHD
UP01498 KARTINI BT DAUD
UP01499 PELANDUK PUBLICATIONS (M) SDN.BHD.
UP01500 PERNIAGAAN SEPAKAT PERMAI
UP01501 KETUA PENGARAH INSOLVENSI
UP01502 PUAS BHD
UP01503 PENMOUSE GRAPHICS
UP01504 PERODUA SALES SDN. BHD.
UP01505 PELANGI AIRWAYS SDN BHD
UP01506 PERSADA SOLUTION SDN.BHD.
UP01507 PEMBEKAL ALATULIS MAWARIA
UP01508 PETRONAS DAGANGAN BERHAD
UP01509 PERCETAKAN NASIONAL MALAYSIA BERHAD
UP01510 PERUNDING AJZ SDN BHD
UP01511 SITI JAMILAH BT AYOB
UP01512 POIS SDN BHD
UP01513 PESONA RASA CATERER
UP01514 PERSISTEM SDN.BHD.
UP01515 PERTUBUHAN KESELAMATAN SOSIAL
UP01516 PERWIRA AFFIN MERCHANT BANK
UP01517 PERNIAGAAN MUHAMMAD
UP01518 PERNIAGAAN SRI DUYONG
UP01519 PERICOM IMAGING (M) SDN. BHD.
UP01520 PERABUT SUKAMARI
UP01521 PERNIAGAAN TEKNIK JAYA
UP01522 PERTAMA MOBILE OFFICE SERVICES SDN.
UP01523 PELUANG KRISTAL (M) SDN. BHD.
UP01524 PERPETUAL EASE LAUNDRY & DRY CLEANI
UP01525 PEMBEKAL TEKNOLOGI MAJU
UP01526 PERNIAGAAN SRI MURNI & AIRCON
UP01527 PERCETAKAN HAJI JANTAN SDN BHD
UP01528 PERNIAGAAN RITA
UP01529 PERNIAGAAN PERING JAYA
UP01530 PERNIAGAAN AZHIR
UP01531 PEMBINAN HAZIQ
UP01532 PERNIAGAAN JAYA TEKNIK
UP01533 PERNIAGAAN GEMINI
UP01534 PERMAI PADUJAYA SDN BHD
UP01535 PERNIAGAAN HISMARZ
UP01536 PERKHIDMATAN NAN
UP01537 PERABOT MATANG SDN. BHD.
UP01538 PERABOT CEMPAKA SDN BHD
UP01539 PERNIAGAAN CITRA MASA
UP01540 PERANTAU GEMILANG ENTERPRISE
UP01541 PERNIAGAAN NUR IZZATI
UP01542 PERCETAKAN INFO MEDITASI SDN BHD
UP01543 PEMBINAN MASHAYU
UP01544 BHAJAN SINGH A/L PARKASH SINGH
UP01545 PERNIAGAAN BUMI SEJATI
UP01546 PERKHIDMATAN & PEMBEKAL KURNIA
UP01547 PERNIAGAAN OCEAN TEAM
UP01548 PERABUT ZAINUDDIN
UP01549 PERCETAKAN DESTINASI SDN BHD
UP01550 PERKHIDMATAN CAHAYA BINA
UP01551 PERCEPTION MEDIA SDN. BHD.
UP01552 PERMAI TRADING
UP01553 PIONEER COOLING & ENGINEERING SDN BHMOHD SHAUFI BIN IB
UP01554 PEMBEKAL PEJABAT SEJAGAT
UP01555 PERCETAKAN WARNISDN BHD
UP01556 PERCETAKAN OSACAR SDN BHD
UP01557 PERABOT BRILLIANT
UP01558 PERNIAGAAN NASLINE
UP01559 PEMBINAAAN WM SDN BHD
UP01560 PERCETAKAN MESBAH SDN BHD
UP01561 PERANGSANG JAA MULTIMEDIA SDN BHD
UP01562 PETALA TUJUH SDN BHD
UP01563 RAMADA PLAZA MELAKA
UP01564 PERDAGANGAN CHAN CHENG
UP01565 PERMAI HOTEL
UP01566 PERCETAKAN TM SDN BHD
UP01567 PENGURUSAN AIR PAHANG BERHAD
UP01568 PELCOM AVENUE
UP01569 PERNIAGAAN ULAN
UP01570 PEGASUS AUTOMATION SDN BHD
UP01571 PERMAI RANTAU SDN BHD
UP01572 PERUSAHAAN NOR EEDAH MOHD KAMEL
UP01573 PERNIAGAAN PRIMA MURNI
UP01574 PERNIAGAAN SAGA
UP01575 LEMBAGA PEMBIAYAAN PERUMAHAN SEKTOR
UP01576 PIED-PIPER (FAR EAST) SDN BHD
UP01577 PIONEER COOLING & AIR COND.CO,
UP01578 PICO INTERNATIONAL (M) SDN. BHD.
UP01579 PIXELIA STUDIO
UP01580 PINKY CREATIONS ENTERPRISE
UP01581 PIYU ENTERPRISE
UP01582 PICTURE PERFECT PHOTO AGENCY
UP01583 PITT NETWORK RESOURCES
UP01584 PJI SUPPLIES SDN BHD
UP01585 PERBADANAN KEMAJUAN NEGERI SELANGOR
UP01586 PLEASANT SURPRISES
UP01587 PLANTATION RESORTS SDN BHD
UP01588 PLANET TOPO DEVELOPMENT (M) SDN BHD
UP01589 PLUG POINT CREATIVES SDN BHD
UP01590 POLAROID MALAYSIA LIMITED
UP01591 POLIKLINIK IBUKOTA SDN.BHD.
UP01592 POLIKLINIK KHAIRAT
UP01593 LOURDES MEDICAL SERVICES SDN BHD
UP01594 KLINIK MOHANAN
UP01595 POIS SDN. BHD.
UP01596 POLIKLINIK SRI PERMAI
UP01597 PODS & PETALS' GIFTLAB (M) SDN BHD
UP01598 POLIKLINIK MAHKOTA
UP01599 POLO FURNITURE SDN BHD
UP01600 POWERCOMP DISTRIBUTION SDN BHD
UP01601 POS MALAYSIA BERHAD
UP01602 NURIKHWAH MEDICAL SERVICES SDN BHD
UP01603 POWER COLD ENGINEERING
UP01604 PORT ELECTRICAL ENGINEERING SDN BHD
UP01605 SHARIFAH SABARIAH BT SYED ALWI
UP01606 PORTLAND BUILDERS SDN BHD
UP01607 POLLEN ID SOLUTION
UP01608 POLIKLINIK GREWAL
UP01609 POS MALAYSIA BERHAD
UP01610 POLIKLINIK CERIA
UP01611 GOMEZ MEDICAL SERVICES SDN BHD
UP01612 POS DIGICERT SDN BHD
UP01613 POLIKLINIK BAHIAH SDN BHD
UP01614 PERBADANAN PERPUSTAKAAN AWAM PULAU
UP01615 PROINFO TECHNOLOGY CORPORATION SDN.
UP01616 PRISMA LANGKAWI SDN BHD
UP01617 PRIDANA SDN BHD
UP01618 PROPOWER ENGINEERING SERVICES
UP01619 PROTECT JOINT COMMUNICATIONS & CO
UP01620 PROFITECH ENGINEERING SDN.BHD.,
UP01621 PROMINENT FLUID CONTROLS (M)
UP01622 PREMIER PRINT PRODUCTS (M)
UP01623 PROSPER SYSTEM ENGINEERING SDN. BHD.
UP01624 PRIME ENTERPRISE
UP01625 PROTON EDAR SDN BHD
UP01626 PRISMA TEKNOLOGI ENTERPRISE
UP01627 PROSPER HILL SDN BHD
UP01628 PROTECTIVE SYSTEM \& SERVICES
UP01629 PRODIGITAL MEDIA
UP01630 PRINT TECH MARKETING
UP01631 PRISM INTEGRATED SDN BHD
UP01632 PRODUCTIVE PLUS(M)SDN BHD
UP01633 PRESCOTT HOTEL
UP01634 PRIMABUMI SDN BHD
UP01635 PROTON EDAR SDN BHD
UP01636 PRINTMY SDN BHD
UP01637 PROSPER SYSTEM ENGINEERING SDN BHD
UP01638 PRIMA SEJATI
UP01639 PSM TECHNOLOGY SDN BHD
UP01640 PSYCHOTEK SDN BHD
UP01641 PTR IT GROUP OF COMPANIES
UP01642 PERBADANAN TABUNG PENDIDIKAN TINGGI N
UP01643 PT ASTRA INTERNATIONAL TBK-
UP01644 PT ANPA INTERNATIONAL
UP01645 PT ELBECONT PRIMAKARYA
UP01646 PUBLIC BANK BERHAD(A/C8325537806)
UP01647 PUSAT ZAKAT SELANGOR
UP01648 PUSAT PERABUT TEONG HENG
UP01649 PENGARAH PUSAT KAWALAN KUSTA NEGARA
UP01650 PUSAT PERABOT HOW WAH
UP01651 PUSAT PUNGUTAN ZAKAT
UP01652 PUSAT PERALATAN & KELENGKAPAN
UP01653 SMARTPAY COLLECT SERVICE
UP01654 MEDI-CIRCLE SDN BHD
UP01655 PUSAT PERUBATAN UNIVERSITI MALAYA
UP01656 PUTRAJAYA MARRIOT HOTEL
UP01657 PUTRADE PROPERTY MANAGEMENT SDN BHD
UP01658 PUNCAK IKRAM SDN BHD
UP01659 PUJI ELECTRICAL AIR-COND
UP01660 PUBLIC BANK BERHAD
UP01661 PUNCAK EVOLUSI SDN BHD
UP01662 PUSAT LETRIK SAM
UP01663 PUSAT MULTIMEDIA
UP01664 PUBLIC SANITARY WORKS
UP01665 PUBLIC ISLAMIC BANK BERHAD
UP01666 PUSAT PAMERAN & JUALAN SAWARI
UP01667 PUSAT RAWATAN DIALYSIS HIDAYAH SDN. BH
UP01668 CERQOFY SDN BHD
UP01669 PUSAT ELEKTRONIK MING LIANG
UP01670 PULLMAN HOTEL \& RESORT
UP01671 PURPLE PRINT MEDIA
UP01672 PUSAT HEMODIALISIS PERMATA SDN BHD
UP01673 PUTRAJAYA INTERNATIONAL CONVENTION CE
UP01674 QUICK FOTO SDN BHD
UP01675 QAHAR CATERING
UP01676 QASEH NAJIHA TRADING
UP01677 QBE INSURANCE (MALAYSIA) BERHAD
UP01678 QC MEDIA LINK SDN BHD.
UP01679 QCD TECHNOLOGY PTE LTD
UP01680 QC SALES \& SERVICES
UP01681 Q \& S ENGINEERING SERVICES
UP01682 QUIPMART SDN. BHD.
UP01683 QUANTUM VIRTUALITY SDN. BHD.
UP01684 QUANTUM-ED SDN. BHD.
UP01685 QUALITY MAKER ENTERPRISE
UP01686 QUALITY SYSTEM \& SERVICES
UP01687 QUALITY DEEP WATER SDN BHD
UP01688 QUALITY OFFICELINE SERVICES \& SUPPLIES
UP01689 RAZA SENDIRIAN BERHAD
UP01690 RAILSYS COMPUTER SDN. BHD.
UP01691 RANGKAIAN SEGAR SDN. BHD.
UP01692 RAZAK IBRAHIM \& CO.
UP01693 R.A.NIAGA
UP01694 R \& A SCANNER SERVICES
UP01695 RANDAI LETRIK SDN BHD
UP01696 RANDES PLUMBING \& ELECTRICAL
UP01697 RAHIM \& CO CHARTERED SURVEYORS SDN BH
UP01698 RAMPAGE, COM
UP01699 RAFQI TRADING
UP01700 RAMPAGE SOLUTION
UP01701 RANBIR SINGH SANGHA
UP01702 RABBANI TRAVEL \& TOURS SDN BHD
UP01703 RC MARKETING (M'SIA) SDN BHD.
UP01704 RDS ENTERPRISE
UP01705 RESTU ENTERPRISE
UP01706 RENOX ENTERPRISE SDN BHD
UP01707 REDTONE TELECOMMUNICATIONS SDN BHD
UP01708 THOMSON REUTERS MALAYSIA SDN BHD
UP01709 REUTERS LIMITED
UP01710 RELIANCE COMPUTERS AGENCY
UP01711 RENTOKIL INITIAL (M) SDN. BHD.
UP01712 REBEL COMPUTER SYSTEMS
UP01713 REM SPEED SDN. BHD.
UP01714 RENOVA DESIGN
UP01715 REKA UNIQUE
UP01716 REMONA ENTERPRISE SDN BHD
UP01717 REDANG ENGINEERING ENTERPRISE
UP01718 REKACETAK ERA SDN BHD
UP01719 REFCON ENTERPRISE
UP01720 REDANG ENGINEERING ENTERPRISE
UP01721 REMONA ENTERPRISE SDN BHD
UP01722 REWANAS SDN BHD
UP01723 RESTORAN SERI MELAYU SDN BHD
UP01724 REGIO RESOURCES
UP01725 REAL TOUCH SOLUTIONS SDN BHD
UP01726 REACH PUBLISHING SDN BHD
UP01727 RESTORAN FATHIMAA CHERAS SDN BHD
UP01728 REKA CETAK SDN BHD
UP01729 RENTAZ DYNAMIC RESOURCES
UP01730 READYTECH ENTERPRISE
UP01731 RED HOUSE CREATION
UP01732 RF SETIASAMA RESOURCES
UP01733 RIGOSHA ENTERPRISE SDN BHD
UP01734 RIA HIJRAH ENTERPRISE
UP01735 RICOH (MALAYSIA) SDN. BHD.
UP01736 RISMI SUPPLY RESOURCES
UP01737 RICK COM ENTERPRISE
UP01738 RITZ MUSIC \&EVENTS
UP01739 RIO PRODUCTION
UP01740 RICOH (MALAYSIA) SDN BHD
UP01741 RM AGRI-VENTURE SDN BHD
UP01742 RMK SALES \& SERVICES
UP01743 RM BUSINESS STATION
UP01744 RMZ PERMATA ENTERPRISE
UP01745 RNA RESOURCES
UP01746 RNR SUPPLY \& SERVICES
UP01747 RNS HOLIDAYS SDN BHD
UP01748 ROE SDN.BHD.
UP01749 ROSLAN VIDEO AUDIO
UP01750 ROSDEC ENTERPRISE
UP01751 ROHAZ IDAMAN ENTERPRISE
UP01752 RONAZ BUSINESS SOLUTIONS (M) SDN BHD
UP01753 ROYAL CHULAN HOTELS \& RESORTS SDN BHD
UP01754 RON CANGGIH
UP01755 RSR CREATIVE
UP01756 RSVP DESIGNS SDN BHD
UP01757 RS JUARA ENTERPRISE
UP01758 KEJURUTERAAN ELEKTRIK ARTI
UP01759 RUBY PHOTO CO. SDN. BHD.
UP01760 RUMAH KEDAI LIM \& ASSOCIATES
UP01761 RUNZ CREATIVE SDN BHD
UP01762 MAJLIS DAERAH KUALA KANGSAR
UP01763 RUANG SA SDN BHD
UP01764 MITSUBISHI ELEVATOR MALAYSIA SDN BHD
UP01765 RYC COMMUNICATION
UP01766 RYS ENGINEERING \& ELECTRONIC ENGINEER
UP01767 RZ TRAVEL \& TOURS SDN BHD
UP01768 SAGGIO (MALAYSIA) SDN BHD
UP01769 SAPURA HOLDINGS SDN BHD
UP01770 SAPURA SERVICE CENTRE SDN.BHD.
